ID,VALUE,LAT,LON,SIZE
NOE00133878,5.036435331230284,68.155,13.615,3.7492074426031894
NOE00133894,7.203142076502732,65.9606,12.4714,5.362140503600049
NOE00133954,6.280601092896174,68.2453,14.6692,4.675385428954969
NOE00133978,5.535382513661203,68.58,15.0292,4.120632144164667
NOE00133990,4.74139344262295,66.3642,14.3014,3.529573282349591
NOE00134038,7.462423312883436,64.4706,11.5706,5.555153830930598
NOE00134094,8.410179640718562,65.2019,10.9964,6.260679633289253
NOE00134118,-0.008374384236453206,61.6514,10.1083,0.006234032930362189
NOE00134166,-0.9523224043715848,61.5644,7.9978,0.7089248667778547
NOE00134214,4.9311475409836065,61.1217,9.0631,3.67082943497539
NOE00134226,1.421448087431694,61.1781,8.1125,1.0581499410161495
NOE00134286,7.710519125683061,59.5869,11.1658,5.739840540210716
NOE00134350,9.4178002894356,59.3494,5.1978,7.010769446229976
NOE00134454,8.579098360655736,61.2928,5.0442,6.386425578651914
NOE00134470,8.931284153005464,61.5831,5.0278,6.648598625066103
NOE00134518,5.720628415300546,61.1581,7.1414,4.258532319082293
NOE00134538,10.946444444444444,61.7881,6.1833,8.148717948717948
NOE00134554,8.52704918032787,61.8292,6.1042,6.347679290566653
NOE00134598,9.382513661202186,61.7706,5.2989,6.984501484765896
NOE00134682,8.410743801652892,64.4014,10.455,6.261099604208109
NOE00134742,8.341176470588236,63.8467,8.4667,6.209312509122757
NOE00134778,-4.3029501525941,78.923,11.9331,3.2031886992015637
NOE00134790,20.15,59.8867,9.0589,15.0
NOE00134802,2.9420765027322404,59.8394,8.1792,2.19013139161209
NOE00134886,5.357234432234432,69.6006,17.8372,3.9880157063779893
NOE00134898,4.115846994535519,69.6767,18.9131,3.0639059512671363
NOE00134922,4.005464480874317,69.7889,20.9553,2.981735345564008
NOE00134934,4.564071038251366,69.8333,21.8842,3.3975714924948135
NOE00135018,9.015027322404372,59.23,10.3481,6.7109384534027585
NOE00156679,9.543573667711598,59.9775,10.9778,7.104397271249329
NOE00156715,7.560089686098655,60.8028,11.2028,5.627858327120586
NOE00156727,11.262916666666666,60.5633,6.9325,8.384305210918113
NOE00156739,9.141120218579236,62.2881,7.2169,6.804804132937397
NOE00156755,-0.6923497267759563,68.4208,17.4803,0.515396818939918
NOE00156763,5.5658469945355185,68.6481,15.2828,4.143310417768377
NOE00156787,7.879098360655738,63.4244,10.5333,5.865333767237522
NOE00156803,7.917391304347826,59.5667,9.2106,5.893839680655951
NOM00001114,6.33959873284055,66.9,13.633,4.719304267623238
NOM00001233,4.742362525458248,62.083,9.117,3.530294683963957
NOM00001238,2.3215384615384616,62.1167,9.2831,1.7281924031303686
NOM00001389,5.493577981651376,61.183,11.367,4.089512145149908
NOM00001492,8.843026435733819,59.9428,10.7206,6.582898091116987
