ID,VALUE,LAT,LON,SIZE
NOE00112089,3.51510989010989,64.16,12.47,5.152627693707718
NOE00133002,5.005769230769231,58.6581,8.6314,7.337712325677869
NOE00133014,6.214285714285714,58.34,8.5225,9.109217540575896
NOE00133110,0.3384615384615385,69.9775,23.3581,0.49613421794825396
NOE00133122,0.8923076923076924,70.6805,23.6769,1.3079902109544876
NOE00133138,1.2011049723756906,71.0106,25.9781,1.7606410431508728
NOE00133150,-2.2634228187919465,71.0331,27.8294,3.3178408252587435
NOE00133162,-0.2421787709497207,70.8706,29.0344,0.35499801742602655
NOE00133210,-1.786549707602339,70.0653,29.8353,2.6188158513842246
NOE00133302,3.6640109890109893,60.8008,11.0978,5.370894533097291
NOE00133314,3.778296703296703,60.8181,11.0694,5.538420372923974
NOE00133650,6.926373626373626,62.3292,5.2681,10.153032388726766
NOE00133666,6.7263736263736265,62.7442,7.2617,9.859862169030073
NOE00133690,6.9923076923076914,63.1092,7.8156,10.2496819117037
NOE00133726,6.07912087912088,62.1808,6.0806,8.911086018473185
NOE00133746,6.864835164835165,62.5617,6.115,10.062826167281631
NOE00133774,6.011538461538461,65.4567,12.2181,8.812020257421826
NOE00133822,2.595879120879121,68.4908,16.6831,3.8051722608709833
NOE00133878,3.856868131868132,68.155,13.615,5.653594387804819
NOE00133894,5.567857142857143,65.9606,12.4714,8.161649509056218
NOE00133954,4.149725274725275,68.2453,14.6692,6.082879352360694
NOE00133978,3.315384615384615,68.58,15.0292,4.859860180356759
NOE00133990,2.4299450549450547,66.3642,14.3014,3.561937628045703
NOE00134038,5.214285714285714,64.4706,11.5706,7.643366442092419
NOE00134094,5.750274725274725,65.2019,10.9964,8.429046522625733
NOE00134118,-0.7162087912087912,61.6514,10.1083,1.04985544333693
NOE00134166,-3.0197802197802197,61.5644,7.9978,4.426548152343512
NOE00134214,1.7989010989010987,61.1217,9.0631,2.6369211518873104
NOE00134226,-1.6956043956043958,61.1781,8.1125,2.485503565890116
NOE00134286,-1.966,59.5869,11.1658,2.8818632596185165
NOE00134350,7.300824175824176,59.3494,5.1978,10.701921137966597
NOE00134454,6.464835164835164,61.2928,5.0442,9.476485727888239
NOE00134470,7.323204419889502,61.5831,5.0278,10.734727243314085
NOE00134518,3.620879120879121,61.1581,7.1414,5.307669636816547
NOE00134538,6.748626373626373,61.7881,6.1833,9.892481383034786
NOE00134554,7.0502747252747255,61.8292,6.1042,10.334652950654254
NOE00134598,7.908241758241758,61.7706,5.2989,11.592304868391587
NOE00134682,6.59478021978022,64.4014,10.455,9.666965829421944
NOE00134742,6.797252747252747,63.8467,8.4667,9.963760406230275
NOE00134778,-3.8338709677419356,78.923,11.9331,5.619883969508429
NOE00134802,0.0906593406593407,59.8394,8.1792,0.13289309409328234
NOE00134886,5.004452690166976,69.6006,17.8372,7.335782473189855
NOE00134898,3.4509836065573767,69.6767,18.9131,5.058628110520604
NOE00134922,1.091573033707865,69.7889,20.9553,1.600083530535616
NOE00134934,2.0244505494505494,69.8333,21.8842,2.9675430617375675
NOE00135018,5.562637362637362,59.23,10.3481,8.153998088487212
NOE00135030,9.40983606557377,59.1842,10.2553,13.793418533270755
NOE00156679,4.498901098901099,59.9775,10.9778,6.5947191177927
NOE00156715,3.2351648351648348,60.8028,11.2028,4.742269927401491
NOE00156727,6.637912087912087,60.5633,6.9325,9.730190725702688
NOE00156739,8.045604395604395,62.2881,7.2169,11.793658041260198
NOE00156755,-2.201923076923077,68.4208,17.4803,3.227691361083811
NOE00156763,3.5892857142857144,68.6481,15.2828,5.261358407056767
NOE00156787,6.073626373626374,63.4244,10.5333,8.903031891558442
NOE00156803,4.820879120879121,59.5667,9.2106,7.06669095499672
NOM00001114,5.511764705882353,66.9,13.633,8.079426348700109
NOM00001233,3.2289215686274506,62.083,9.117,4.733118228289542
NOM00001238,1.4411575562700965,62.1167,9.2831,2.1125223869462846
NOM00001389,2.772892561983471,61.183,11.367,4.0646476079601355
NOM00001492,7.180064308681672,59.9428,10.7206,10.524905154063038
