ID,VALUE,LAT,LON,SIZE
NO000001026,3.860708534621578,69.6539,18.9281,5.659223846399577
NO000001465,7.808360128617363,58.3831,8.7917,11.44589327188835
NO000005350,3.6329670329670334,60.3883,11.5603,5.325388716028986
NO000014030,8.111148086522462,59.3,4.883,11.889735332591107
NO000050540,8.86709886547812,60.3831,5.3331,12.9978466123227
NO000080700,5.27967032967033,66.8167,13.9831,7.739210552377877
NO000098550,1.4014900662251655,70.367,31.1,2.05437575308984
NO000099710,-1.4878444084278768,74.5167,19.0167,2.180958360466503
NOE00100574,4.89532967032967,60.6458,6.2233,7.175824374691507
NOE00104443,4.64532967032967,68.1503,14.6506,6.809361600070638
NOE00105467,5.8421393841166935,67.2669,14.3589,8.563706433701041
NOE00105472,6.859615384615385,59.0267,10.53,10.055174746712623
NOE00105476,-6.528846153846154,76.5,25.0667,9.570316306445012
NOE00105483,6.841208791208791,58.0667,8.0506,10.02819342154823
NOE00105492,7.2239010989010985,59.3078,4.8781,10.589163361160175
NOE00105494,-0.2763736263736264,70.3669,31.0844,0.4051225838116424
NOE00105498,-0.8270096463022508,69.4633,25.5019,1.2122729984885865
NOE00105503,4.558199356913183,60.5669,9.1333,6.681641534437869
NOE00105505,-3.8796703296703297,69.5794,23.5342,5.687019014501008
NOE00109394,0.08791208791208793,69.0589,18.5403,0.12886603063591012
NOE00109459,2.432258064516129,71.0931,23.995,3.5653281556662644
NOE00109485,-3.8719780219780224,68.7553,23.5383,5.675743236820367
NOE00109514,4.447643979057592,60.1881,11.0742,6.519583812364996
NOE00109561,4.237912087912088,59.6244,9.6378,6.2121480893423415
NOE00109604,7.4880794701986755,63.7003,9.6014,10.976409516922304
NOE00109622,0.021153846153846113,62.5769,11.3517,0.03100838862176581
NOE00109631,6.987912087912088,57.9831,7.0481,10.243238610171906
NOE00109640,7.265384615384615,58.11,6.5681,10.649972019366496
NOE00109653,6.531593406593407,58.6333,9.1503,9.574343369902385
NOE00109671,6.711538461538462,59.6483,6.3631,9.838116026360261
NOE00109680,8.38396694214876,58.8842,5.6367,12.28964715179792
NOE00109737,7.8705501618122975,62.8594,6.5392,11.537054600361866
NOE00109746,7.801373626373626,62.2333,7.4167,11.43565209989981
NOE00109759,4.404120879120879,59.0269,8.5206,6.455785428513359
NOE00109768,6.802197802197802,61.0267,5.385,9.971009120453544
NOE00109777,0.11318681318681321,71.0839,28.2178,0.1659150144437343
NOE00109822,4.86510989010989,59.3167,10.8167,7.131526676660413
NOE00109840,5.4010989010989015,58.3831,10.7881,7.917206757193728
NOE00109849,5.990384615384615,59.2856,11.1144,8.78101186880006
NOE00109885,5.2178571428571425,59.8558,10.4367,7.648601624587001
NOE00109903,3.2153846153846155,60.0508,10.6864,4.713275070508412
NOE00109939,3.6112637362637363,59.9844,10.6692,5.2935749147157445
NOE00109966,-0.3565934065934066,61.8869,12.0481,0.5227128367669104
NOE00109984,3.0749999999999997,60.7806,10.8117,4.507492127836692
NOE00110119,3.4574175824175826,60.7,10.8667,5.068059361102902
NOE00110182,4.404395604395605,60.3828,9.6067,6.456188134859096
NOE00110303,5.4326923076923075,59.3831,9.2014,7.963517986953507
NOE00110447,6.172527472527473,58.2003,8.0681,9.048006176023838
NOE00110473,4.7348901098901095,58.6156,7.4067,6.94064386878097
NOE00110554,10.232962962962963,59.0567,6.6492,15.0
NOE00110572,6.709668508287293,58.6592,5.5553,9.835374953332924
NOE00110590,7.721703296703296,58.9569,5.73,11.318867259636017
NOE00110644,1.507967032967033,60.4083,7.2794,2.2104551317515955
NOE00110653,6.998626373626373,60.2892,5.2264,10.258944157655655
NOE00110725,7.6173076923076914,59.9081,5.0681,11.165838848255872
NOE00110860,6.578571428571428,62.1478,5.2139,9.643206155023448
NOE00110941,7.085439560439561,62.4789,6.82,10.386199362908616
NOE00110959,7.742857142857143,62.675,8.5589,11.349875648257783
NOE00111040,5.509615384615385,63.4106,10.4533,8.076275763759929
NOE00111102,2.837362637362637,64.7419,12.8458,4.159151138773998
NOE00111111,5.99423076923077,64.7978,10.5492,8.786649757640383
NOE00111318,3.478846153846154,70.2456,19.5006,5.099470456070405
NOE00111327,-4.106318681318681,69.3667,24.4331,6.019251749734214
NOE00111336,-3.689010989010989,68.9967,23.0333,5.407540810559378
NOE00111354,-0.07967032967032968,70.7006,30.0681,0.11678484026379354
NOE00111363,-4.902747252747252,78.0667,13.6331,7.186697446026411
NOE00112071,6.986212624584717,63.5,10.89,10.240747449986646
NOE00112080,2.149117647058824,69.3,16.1497,3.150286463711403
